sha,filename,url,lines,title,comment,priority,category,additional,id,private
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/hashmap.h,,44:6-44:13,直接沿用最底层的 Malloced 内存管理，默认也就是 free 和 malloc。,,0,Code Walkthrough,,794a0f77-48aa-4915-89d7-fdcdead4b8ec,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,845:6-845:14,Property 表示对象属性访问,"FunctionLiteral(""""foo"""")\n│\n├── params_: [ """"x"""" ]\n│\n└── body:\n    ├── VariableDeclaration                 // var y = 1;\n    │      ├── VariableProxy(""""y"""")           // 声明的名字\n    │      └── Literal(1)                   // 初始化表达式\n    │\n    └── ReturnStatement                     // return ...\n           └── BinaryOperation(""""+"""")\n                 ├── BinaryOperation(""""+"""")\n                 │     ├── BinaryOperation(""""+"""")\n                 │     │      ├── VariableProxy(""""x"""")       // 使用参数 x\n                 │     │      └── VariableProxy(""""y"""")       // 使用局部 y\n                 │     │\n                 │     └── Property                        // obj[""""a""""]\n                 │            ├── VariableProxy(""""obj"""")     // 对象部分\n                 │            └── Literal(""""a"""")             // key 部分\n                 │\n                 └── Property                              // obj.b\n                        ├── VariableProxy(""""obj"""")\n                        └── Literal(""""b"""")",0,Code Walkthrough,,4895f2b5-3814-48f5-b718-6ed9d3fb522a,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,730:6-730:19,变量引用或者声明时的引用,"FunctionLiteral(""""foo"""")\n  ├── params_: [""""x""""]   // 形参\n  └── body:\n      ├── VariableDeclaration\n      │     ├── VariableProxy(""""y"""")   // 声明处的名字\n      │     └── Literal(1)           // 初始化\n      │\n      └── ReturnStatement\n            └── BinaryOperation(""""+"""")\n                  ├── BinaryOperation(""""+"""")\n                  │     ├── VariableProxy(""""x"""")   // return 里的 x\n                  │     └── VariableProxy(""""y"""")   // return 里的 y\n                  │\n                  └── VariableProxy(""""z"""")         // return 里的 z",0,Code Walkthrough,,09aeeafd-198b-47e7-be0f-eae4c71b29b9,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,770:11-770:20,UseCount 会在 BindTo 之后汇总到真正的 Variable 上，用于后续代码生成/优化的启发式判断,,0,Code Walkthrough,,a5c80489-8efc-4712-a804-449638d0048c,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,741:11-741:23,“this 怎么可能是 NULL”——按标准不应该；只有你通过空指针调用成员函数时才“可能”为 NULL，但那是未定义行为。这段代码是历史上的防御式写法，实务中常见但不推荐在新代码里照搬。,,0,Code Walkthrough,,c1a6cdce-9735-4edf-b85b-66e0755b8388,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/variables.h,,89:7-89:26,"能不能作为赋值或自增自减的“左边”（Left-Hand Side, LHS）。",,0,Code Walkthrough,,aef44fc4-a742-4264-9bd9-c4fc2059588b,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/variables.h,,87:0-88:0,当使用 arguments 对象时，参数会被重写为 Property ,,0,Code Walkthrough,,e194db41-5ab7-467f-83ac-6cb671037fff,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/variables.cc,,105:35-105:43,Expression 转为 Property。底层本身就是 Property,,0,Code Walkthrough,,af631b9d-e032-4832-907a-79d4b7c82596,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,806:10-806:60,参数变量重写为 Slot,,0,Code Walkthrough,,4bb3909f-961d-4f65-bc36-c0b5a422cc85,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,171:6-171:24,因为 JS 语法允许 labeled block 被 break label; 跳出，它必须具备“break 目标”的特征。,,0,Code Walkthrough,,6915828e-f480-4056-ba40-e2953722e6d9,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,206:6-206:25, “breakStackHeight” 确实对应 操作数栈高度,在 V8 0.1.5 这种上古版本（2008 年刚开源那会儿），确实还是 stack‑based 的 JVM 风格模型。\n当时根本 还没有今天所说的 IR pipeline（Hydrogen/Lithium/Turbofan/Ignition bytecode），而是直接从 AST 一路吐汇编（Full-codegen）。,0,Code Walkthrough,,f50a90d2-1e88-4f4a-bb69-c863064ead73,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,248:2-248:15,声明里面是 VariableProxy，Scope 用到它,,0,Code Walkthrough,,ddccd39c-58b8-476c-80b2-39861bcc1b98,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,278:6-278:19,组合子的节点，实现 AST 的父子级的关系；另外它也继承基类实现逻辑共享,,0,Code Walkthrough,,5976a719-0833-43f0-9ede-2038099f9362,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,230:6-230:17,变量声明、函数声明、 常量声明,"特殊做法：函数表达式\n\nvar x = function hello() { return 1; };\n\nVarDeclaration\n ├─ Declaration\n │    ├─ proxy_: VariableProxy(""""x"""")   // 声明的名字是 x\n │    ├─ mode_: VAR\n │    └─ fun_: NULL                   // 注意！这里 fun_ 是 NULL\n └─ Initializer\n      └─ Assignment (=)\n           ├─ VariableProxy(""""x"""")\n           └─ FunctionLiteral(""""hello"""")   // FunctionExpression 节点\n                ├─ name: """"hello"""" (可选局部名)\n                └─ body: [ ReturnStatement Literal(1) ]\n",0,Code Walkthrough,,ec766282-9c83-4a2d-920b-bba34eada438,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,250:19-250:23,只有函数声明用到,"function foo(a, b) {\n  return a + b;\n}",0,Code Walkthrough,,4e8a9dda-d7a9-4633-bc3b-a214fb9fb40d,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,1116:6-1116:21,重要：语法层的函数定义表达式/声明,"语法层的函数定义表达式/声明\n\n\n\nfunction foo(a, b) {\n  return a + b;\n}\nvar bar = function(x) { return x * 2; };\n在 AST 上都会生成一个 FunctionLiteral 节点。\n\n包含信息：\n\nname_: 函数名字（匿名函数时可能是空字符串）。\nscope_: 函数作用域对象（捕获变量、参数、this 绑定）。\nbody_: 语句列表（函数体 AST）。\nmaterialized_literal_count_: 函数体里需要 materialize 的字面量数量。\nexpected_property_count_: 预期构造对象字面量的属性数量（优化 hint）。\nnum_parameters_: 参数个数。\nstart_position_, end_position_: 源码位置。\nis_expression_: 是“函数表达式”还是“函数声明”。\n👉 它就是“一个 JS 函数的源码 AST 节点”。",0,Code Walkthrough,,cec899f8-2be3-47c2-8b83-6e4e0a1ff532,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,424:6-424:16,switch 语句里每个 case/default 分支的 AST 节点,,0,Code Walkthrough,,b3c65617-5594-400b-8d99-96f8a82eb831,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,489:2-490:29,每种 Node/Statement 子类都有各自的 AsXXX() 转换或 type-tag。这样编译/代码生成时可以动态区分实际类型,Statement* s = if_stmt->then_statement_;\nif (s->AsBlock() != NULL) {\n   // then 分支是个块\n} else if (s->AsReturnStatement() != NULL) {\n   // then 分支是 return\n} else if (s->AsExpressionStatement() != NULL) {\n   // then 分支是表达式语句\n},0,Code Walkthrough,,98201a2c-e74d-489e-b25e-1f1c900652ae,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,496:6-496:20,临时收集和保存 Label* 列表，供带 label 的 break/continue 做静态绑定,举个伪例：源码 → LabelCollector 使用\nJavaScript\n\nfoo: { \n  bar: while (true) {\n    break foo;\n  }\n}\nparser 遇到 foo:，暂时没有真正的语句 target → 放进 LabelCollector。\n遇到 {…} → 创建 Block → 将 foo 绑定到 Block。\nBlock 继承自 BreakableStatement，可以接收 break label。\n遇到 bar: + while → 将 bar 绑定到 WhileLoop。\n遇到 break foo; → 通过 label 查找到 Block 的 break_target。 Done ✅,0,Code Walkthrough,,03789b3a-0d52-47fe-835c-a16e75ce76cf,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,578:6-578:23,js 语法：`debugger;`   // 在这里停下来（如果有调试器）,,0,Code Walkthrough,,ca614f79-a7d2-4e1c-9609-7777b4ad30a8,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,593:6-593:13,V8 AST 里最“基础”的 表达式节点 (Expression) 之一——它用来表示 字面量 (literal),"null\ntrue\nfalse\n42\n3.14\n""""hello""""\n\n/abc/      // RegExp literal\n[]         // Array literal\n{}         // Object literal\n\n\n示例 A：简单字面量\nJavaScript\n\nvar a = 42;\nAST（简化）：\n\n\n\nVarDeclaration\n └─ init: Literal(42)\n这里 Literal(42) 存放在 handle_ 里，指向 V8 Heap 中的 Smi 对象 42。",0,Code Walkthrough,,6118b183-4e1f-49f8-83da-9aab5fa78480,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,622:6-622:25,MaterializedLiteral ——它和前面简单的 Literal 不一样。这个类是 V8 早期 AST 用来表示那些 “需要在运行时真正分配对象”的字面量” 的基类,,0,Code Walkthrough,,9cf6e1c7-cd07-4dcf-a942-96dda51065a2,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,683:11-683:19,对象属性,,0,Code Walkthrough,,e8112d68-33aa-4243-a692-866d19e852b3,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,875:6-875:10,Call（普通调用）,,0,Code Walkthrough,,2795f7f8-c1ce-4d46-9739-b279a943e0c1,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,908:6-908:13,CallNew（构造调用）,,0,Code Walkthrough,,877316c6-06da-4714-834d-4a2e43cc4af3,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,921:6-921:17,源码里的“高级语法” → AST 初步节点 → Rewriter → CallRuntime → Runtime Helper,是的，CallRuntime 恰恰就是 V8 在 AST 转换 (Rewriter) 中引入的特殊节点。\n它不是语法，而是编译器“降级成 runtime helper 调用”的占位。\n常见被 rewrite 成 CallRuntime 的：\n对象字面量初始化\nRegExp 字面量\neval 特殊调用\n内置库方法的优化路径\n,0,Code Walkthrough,,00b09697-cbee-423e-bdca-276f94fcb2ee,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,941:6-941:20,对应 JS 源码里的 一元运算符表达式。比如：-x、!x、typeof x、delete obj.prop 这些，都会被建模成 UnaryOperation 节点。,,0,Code Walkthrough,,045b2f52-9a83-4689-b1a4-da5dee514eb4,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,1011:6-1011:20,"专门表示前缀/后缀自增自减：++x, x++。因为这类不仅是值，还涉及赋值，会比简单一元复杂。",,0,Code Walkthrough,,7b60775a-c882-490d-85d7-18f7a4a5ada3,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,1189:6-1189:18,只是引擎内部当你写到**“函数自身的引用”**（callee 或解析命名函数表达式时）会生成。,,0,Code Walkthrough,,6173e396-3129-426a-8ef0-62e88ac76b66,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,1173:6-1173:32,如果某个地方需要“在执行时生成或克隆一个 Function 对象”，AST 节点就放一个 FunctionBoilerplateLiteral 来指代那个“模板函数对象”。,看到源码 function foo() {} → 是 FunctionLiteral；\n看到对象/数组字面量里含函数属性 → AST 会存一个 FunctionBoilerplateLiteral，跑时 clone 模具。,0,Code Walkthrough,,e2b0df44-1eb3-4007-a6d7-e9589794351c,0
98055bcea9b29411916f7a82413c2adf071f30c4,/src/parser.cc,,526:6-526:23,Parser: 语法解析器类,,0,Code Walkthrough,,83fd3f35-d381-4785-bd4e-150fdf1283dc,0
98055bcea9b29411916f7a82413c2adf071f30c4,/src/parser.cc,,737:39-737:49,parser 的默认 top_scope_ 是 NULL,,0,Code Walkthrough,,905bfbed-acff-4e8c-82b8-2eeb8c90574c,0
98055bcea9b29411916f7a82413c2adf071f30c4,/src/compiler.cc,,210:19-210:23,is_global 是 true,,0,Code Walkthrough,,e97a390f-f4dc-44b5-8d0b-8ea0d5590148,0
98055bcea9b29411916f7a82413c2adf071f30c4,/src/parser.cc,,634:6-634:18,LexicalScope 就是个小 RAII 工具，保证进入/退出作用域时，parser 的 top_scope 状态成对切换，不会忘记恢复。,,0,Code Walkthrough,,ed04abfa-cead-4b62-b87d-b03b2fbc6157,0
98055bcea9b29411916f7a82413c2adf071f30c4,/src/parser.cc,,853:4-853:55,成功解析一条语句，添加到 processor，它负责收集,,0,Code Walkthrough,,9ed1711f-1a18-4a65-ab94-4897b6bd43f4,0
98055bcea9b29411916f7a82413c2adf071f30c4,/src/compiler.cc,,159:15-159:37,函数变为模板，克隆它生成新的函数对象。,,0,Code Walkthrough,,a170297a-f664-4151-ba61-ee0db345185c,0
98055bcea9b29411916f7a82413c2adf071f30c4,/src/parser.cc,,2889:12-2889:45,函数表达式关联到了它对应的 Scope，1个函数只有1个哦,,0,Code Walkthrough,,99628cc6-691f-488d-af1f-0acc1744d0c2,0
98055bcea9b29411916f7a82413c2adf071f30c4,/src/prettyprinter.cc,,984:4-984:26,打印的时候检查 rewrite ，所以打印优化过的,,0,Code Walkthrough,,cd7b30ea-9918-4707-b515-0a0a1175ee2f,0
98055bcea9b29411916f7a82413c2adf071f30c4,/src/codegen-ia32.cc,,3419:2-3419:34,也会检查 rewrite,,0,Code Walkthrough,,0e9b41cb-698f-4304-b1ae-c8cebdb8467d,0
083bcda64f5dcbdd486c27bc6a3e6dfd8213677f,/src/codegen-ia32.cc,,361:2-361:63,MakeCode 是静态函数,,0,Code Walkthrough,,420d09a9-14bf-4b19-8472-76f7f208f545,0
083bcda64f5dcbdd486c27bc6a3e6dfd8213677f,/src/assembler-ia32.cc,,384:2-384:16,生成的命令都是通过 pc 来写入的,,0,Code Walkthrough,,aac40600-c3d7-467a-aaf5-5f11776154ee,0
083bcda64f5dcbdd486c27bc6a3e6dfd8213677f,/src/codegen-ia32.cc,,409:6-409:51,初始化 masm ,,0,Code Walkthrough,,cf8693c5-72d9-4fc1-91b3-cc0e9fbb61c7,0
9604e629901f2248e2812510252653985b87dfdc,/src/assembler-ia32.h,,66:6-66:10,寄存器要转为操作码，因此用类更方便,,0,Code Walkthrough,,89912ad6-0675-416c-8722-3c5c0e20ecc9,0
9604e629901f2248e2812510252653985b87dfdc,/src/assembler-ia32.cc,,52:9-52:12,在 opcode 中，eax的编码是0,eax的编码是0\necx的编码是1\nedx的编码是2\nebx的编码是3\nesp的编码是4\nebp的编码是5\nesi的编码是6\nedi的编码是7,0,Code Walkthrough,,892ddb4e-e82f-4ecb-9ce3-35fc33d07525,0
9604e629901f2248e2812510252653985b87dfdc,/src/api.cc,,1076:2-1076:40,初始化 TryCatch 时注册 TryCatchHandler,,0,Code Walkthrough,,2b082c98-c571-415b-9824-ce43a0c5cb51,0
9604e629901f2248e2812510252653985b87dfdc,/src/execution.h,,234:6-234:29,一段作用域内，暂时“推迟（postpone）处理 interrupts/中断事件”，等离开作用域的时候再统一启用和处理。,,0,Code Walkthrough,,449fb941-90d1-4c9c-a88c-add136a095fe,0
9604e629901f2248e2812510252653985b87dfdc,/src/execution.cc,,86:4-87:55,这里的 code 就是由 JSEntryStub/JSConstructEntryStub 动态生成的机器码入口对象，调用 code->entry() 后相当于跳进那段汇编桥接代码去执行 JS。,,0,Code Walkthrough,,06170377-5ae9-46e0-b389-1fc4c4b0121c,0
9604e629901f2248e2812510252653985b87dfdc,/src/code-stubs.cc,,61:10-61:10,CodeStub 子类会实现 Generate 方法生成 Stub ,,0,Code Walkthrough,,b73e90bd-3e65-40fe-943a-bda4c04a9010,0
9604e629901f2248e2812510252653985b87dfdc,/src/code-stubs.h,,74:0-75:0,子类实现这个纯虚函数生成 Stub,,0,Code Walkthrough,,2de0a895-2b58-4435-b304-ccd0751d1058,0
9604e629901f2248e2812510252653985b87dfdc,/src/ic.h,,52:6-52:8,IC 是一种“在执行点安装快速路径”的动态优化技术。,"在当年的体系里，大体就是围绕 属性读、属性写、函数调用 三大类。比如（老版本的内心世界）：\n\nLoadIC\n负责 obj.prop 属性读取。\n初次访问走 runtime，发现对象 layout（Map）和属性偏移，patch fast path。\nStoreIC\n负责 obj.prop = ... 属性写入。\nPatch 成为直接偏移写，避免字典查找。\nCallIC\n负责函数调用 obj.method()。\n可以直接缓存 target stub，避免每次查找函数。\nKeyedLoadIC / KeyedStoreIC\n负责 obj[""""""""dynamicProp""""""""] 的访问 / 存储（即带 key 的情况）。\n处理数组下标存取（arr[i]）。\n后来随着功能完善，还补充了各种更细的（ConstructIC、CompareIC、UnaryOpIC 等），但是在 0.1.5 时期，重点就是对象属性和方法调用这几个。",0,Code Walkthrough,,07e7d042-a44f-410a-b89b-2b65efb4fdec,0
9604e629901f2248e2812510252653985b87dfdc,/src/frames.h,,110:6-110:16,StackFrame 类及其子类（如 JavaScriptFrame、EntryFrame）不是创建栈帧，而是解释已存在的栈帧结构,,0,Code Walkthrough,,64d78284-58c9-4e39-a206-80eaf7475414,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2230:2-2230:54,"这段实际上就在“手写一个布局表”, 所以最终一个 Script 堆对象的大小就是 kSize。",这段实际上就在“手写一个布局表”：\n\nheader（每个堆对象都有）：HeapObject::kSize\nsource：1 个指针值\nname：1 个指针值\nline_offset：1 个 tagged Smi（指针大小 slot）\ncolumn_offset：1 个 tagged Smi\nwrapper：1 个指针值\ntype：1 个 tagged Smi\n总大小 = kSize\n所以最终一个 Script 堆对象的大小就是 kSize。,0,Code Walkthrough,,4616c7a0-5015-4e4b-9746-05077cf37ae6,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,934:2-940:36,properties 字段、elements 字段,"properties 字段：默认是 FixedArray（Map.descriptors 决定 slot 含义），但属性过多/动态时会变成字典。\nelements 字段：可以是 FixedArray（fast array）或 NumberDictionary（稀疏/slow array）；所以源码把它写成更通用的 HeapObject。\n\n\n其实 FixedArray 并不存属性名，它只是个定长“值数组”。\n属性名 → slot 索引 的对应关系在 Map 的描述符表 (DescriptorArray) 里。\n\n流程是：\n\n对象有个 map 指针 → 指向 Map。\nMap 里有个 descriptors 指针 → 指向 DescriptorArray。\nDescriptorArray 里记录 (name, attributes, field_index)。\nfield_index 就是属性 foo 在 FixedArray 里的索引。\n访问 o.foo：\n查 Map 的 descriptors，找到 """"foo"""" 对应的 field_index = 比如 2。\n在 properties 这个 FixedArray[2] 里取出值。\n",0,Code Walkthrough,,9db80370-d165-4f57-86e4-1e7795b69cdf,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2469:2-2469:59,从父类的 JSOBbject::kHeaderSize 算起，加两个属性的指针大小,,0,Code Walkthrough,,9afae163-7672-44ce-ac8f-127882b7b9c4,0
9604e629901f2248e2812510252653985b87dfdc,/src/heap.h,,742:0-744:23,比如定义静态成员：boilerplate_function_map_ ，Map 对象,,0,Code Walkthrough,,b9fbd58b-7b2c-42c2-9e17-d6454a2fa4c0,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2369:6-2369:16,JSFunction 在不同的Map下 kPrototypeOrInitialMapOffset 解释是不同的：样板函数、普通函数、构造函数,\n| 使用的 Map                  | 槽位里存什么                         | 语义解释                     |\n|-----------------------------|--------------------------------------|------------------------------|\n| **boilerplate_function_map** | `the_hole_value()`                   | 表示既没有 prototype 也没有 initial_map |\n| **function_map**             | `prototype` 对象 (JSObject)          | 一般是普通函数的 `.prototype` |\n| **constructor function_map** | `initial_map` (Map)                  | 作为构造器时，用于新建实例的 hidden class |\n| **strict/arrow function_map** | `the_hole_value()` 或 undefined       | 箭头函数/严格模式下不暴露 prototype |,0,Code Walkthrough,,0e8697aa-956c-4b43-9989-9c7b0a8ca819,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects-inl.h,,1666:0-1667:39,读取 obejct-slot 为 Object*,"Object* JSFunction::prototype_or_initial_map() {\n  return Object::cast(READ_FIELD(this, kPrototypeOrInitialMapOffset));\n}\n\nvoid JSFunction::set_prototype_or_initial_map(Object* value) {\n  WRITE_FIELD(this, kPrototypeOrInitialMapOffset, value);\n  WRITE_BARRIER(this, kPrototypeOrInitialMapOffset);\n}",0,Code Walkthrough,,cdc39590-241c-4dd4-ae77-fba442aadd36,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects-inl.h,,1681:9-1681:44,Object* 判断自己是否是 Map 类型,,0,Code Walkthrough,,e2f3f719-11dc-4b94-aeff-499a9b60018f,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2009:13-2009:35,返回当前 Map 里为这个对象类型预留的 还没使用的槽位数量。,在 V8 里，JS 对象的属性存储有两种模式：\n\n快属性 (fast properties)\n就像 C++ struct 一样：对象头后面直接有一段固定槽位（slots），每个属性对应某个偏移位置。\n优点：查找超快（直接用偏移量访问）。\n缺点：属性数量一旦超过预先分配，就要“搬家”。\n\n慢属性 (dictionary mode)\n对象变得像哈希表：属性存放在一个字典里，支持无限扩展，灵活但速度慢。\n\n所以 V8 的 strategy 是：\n能用快模式的时候，尽量保持在快模式 → 遇到属性频繁变化或太大才退化到慢模式\n\n\n既然 fast 模式用的是 固定槽布局，那么问题来了：\nJS 对象天性是动态的，怎么能预知用户还会不会加新属性？\n解决方案：在对象创建时留一些“余量槽位 (unused property fields)”。\n这样：\n对象新增几个属性时，可以直接用剩下的槽，不需要换 Map、不需要迁移内存。\n当槽位全部用光，再新增属性，就触发 Map 迁移，可能还要扩容或退化到 dictionary mode。\n,0,Code Walkthrough,,d934d89f-36ef-4635-b4ce-15816e52ce71,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2013:2-2014:39,bit_field 就是 对象行为的布尔开关集,,0,Code Walkthrough,,1a055318-2489-47e3-8d94-fe93e7666fa2,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2017:7-2017:25,kHasSpecialLookup 是一个 位偏移常量，表示 第几位 专门用来记录 “special lookup”。,,0,Code Walkthrough,,1341c3ce-f6cf-48e0-b983-887eb8f057b4,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2030:2-2031:43,特殊情况：prototype 不是对象。比如它是数字,如果 prototype 不是对象，就忽略，实例挂到默认 Object.prototype 上。,0,Code Walkthrough,,fad1d331-5873-41d0-a7b3-e737693e281b,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2033:2-2037:3,隐藏层，例如：myArr → [HiddenArrayStuff] → Array.prototype → Object.prototype,这里 [HiddenArrayStuff] 就是一个真实存在的对象（在 V8 内部，它有自己的 Map，如果你能偷看内存结构能看到）。\nmyArr.[[Prototype]] 指针 → 指向 [HiddenArrayStuff]。\n再往上：[HiddenArrayStuff].[[Prototype]] = Array.prototype。\n换句话说：在底层，这一层确实参与了 [[Prototype]] 链。,0,Code Walkthrough,,72f1a5c5-f623-4179-aa7d-e1c0037f2a85,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2044:0-2045:0,Named interceptor → 拦截形如 obj.foo 这种「名字属性」。,拦截器一旦存在，属性访问就必须「走慢路径」（触发 C++ handler），JIT 优化不能简单用 offset 直接取值了。,0,Code Walkthrough,,cffd72ba-5cd6-4be7-b0f0-12c370370461,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2053:0-2054:0,Indexed interceptor → 拦截形如 obj[123] 这种「下标属性」。,,0,Code Walkthrough,,a18105e6-244c-4a3a-89ea-d7827157735d,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2067:2-2069:3,标记某个对象是 undetectable object（不可检测对象）。,"名字：is_undetectable\n用途：标记某个对象是 undetectable object（不可检测对象）。\n效果简述：\ntypeof 这个对象 → 返回 """"undefined""""\n在布尔上下文里 → 结果是假 (false)\n其它方面，它却仍然是一个正常 JS 对象，可以有属性，可以调用。\n也就是说，这是一类**“披着隐身衣”的对象**：\n表面上看像 undefined，但在用作对象时却能工作。",0,Code Walkthrough,,3c077a1d-27b8-4b8d-b66d-9271383c4f06,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2075:2-2078:3,标记「某个对象是否带有 call‑as‑function 处理器 (Call‑As‑Function Handler)」。,开发者可以用 ObjectTemplate::SetCallAsFunctionHandler() 给一个对象挂上“当作函数调用时执行的 C++ 回调”。\n\n举个 C++ 假例子：\nobj_template->SetCallAsFunctionHandler(MyCallback);\n这就意味着，在 JS 里：\nconst obj = /* C++ 传回来的对象 */;\nobj(123);  // 不报错，会调用 MyCallback,0,Code Walkthrough,,b5355372-4c37-4033-9e0e-ac3fa6a35222,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2086:2-2088:3,标记「这个对象在访问其属性时，需要做安全检查 (access check)」。,典型场景：\n\n跨 iframe / 跨 window\n如果你在 iframeA 里拿 iframeB.window.document，直接访问可能违反同源策略。\nwindow 对象的 Map 就可能带上 needs_access_check，然后 V8 调用安全检查逻辑（通常交给浏览器的 embedder 回调）。\n\n宿主对象 (host objects)\n比如 process（Node.js）或 window.navigator（浏览器），某些属性受限，访问前需要校验。\n\nEmbedding API\nV8 C++ API 允许宿主程序提供安全检查回调 V8::SetAccessCheckCallbacks。\n当对象的 Map 被标记 needs_access_check = true，访问属性时就会触发这些回调，由宿主决定是否允许。,0,Code Walkthrough,,8c48accf-477b-4729-8b27-380e1e0e9ea8,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2095:2-2095:35,prototype 是「类的信息」，不应该存在每个对象身上，而是放在隐藏类 (Map) 上。,,0,Code Walkthrough,,fbce1e9f-3937-45a3-9dca-5a2536277025,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2148:2-2148:24,对象的 slot，分配空间时会分配的,,0,Code Walkthrough,,5aaf0a4e-0ff2-4b1b-aee4-ffd6962a0899,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2163:2-2163:33,bit field 每个 bit 位置的说明,,0,Code Walkthrough,,e26d32fc-8798-4fb7-baf8-c606bcebaa29,0
9604e629901f2248e2812510252653985b87dfdc,/src/objects.h,,2157:1-2157:62,kInstanceAttributesOffset 是 Map 对象头里「attributes 区域」的起始偏移。,"kInstanceAttributesOffset 是 Map 对象头里「attributes 区域」的起始偏移。\n在这片区域里，每个字节的意义固定：\n字节位置	名字	意义\n+0	kInstanceSizeOffset	当前 Map 的实例大小（对象有多大，要分配多少字节）\n+1	kInstanceTypeOffset	当前 Map 描述的对象类型（JSObject、JSFunction、String、Array…）\n+2	kUnusedPropertyFieldsOffset	(fast mode 对象) 预留多少未使用的属性槽数量\n+3	kBitFieldOffset	一堆布尔/小枚举标志的压缩位（is_extensible, has_interceptor, etc.）",3,Code Walkthrough,,990e03f0-6804-453b-99ac-5975392a9c01,0
